text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
"""$hwt""","Masekhet: 71035, Page: 006, Side: 1, Line: 04, Word: 7",No data,,,,,,,,,,,,,שהות,None,No data,
?l?mzrq;,"Masekhet: 71035, Page: 006, Side: 1, Line: 04, Word: 8",p02,verb G,,,,l_,zrq,,,to throw,to disperse,(gram.) to use a disjunctive accent,,למזרק;,zrq,preposition with pronominal suffix | verb peal,to throw | to disperse | (gram.) to use a disjunctive accent
d)y,"Masekhet: 71035, Page: 006, Side: 1, Line: 05, Word: 0",c,c,,,,dy,ˀy,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
b(y,"Masekhet: 71035, Page: 006, Side: 1, Line: 05, Word: 1",verb G,,,,,bˁy,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
zrq;,"Masekhet: 71035, Page: 006, Side: 1, Line: 05, Word: 2",verb G,,,,,zrq,,,,to throw,to disperse,(gram.) to use a disjunctive accent,,זרק;,zrq,verb peal,to throw | to disperse | (gram.) to use a disjunctive accent
w$'m;,"Masekhet: 71035, Page: 006, Side: 1, Line: 05, Word: 3",c,verb G,,,,w_,šmˁ,,,to hear (w. d.o. or,) something,to listen,,וש'מ;,$m(,conjunction | verb peal,to hear (w. d.o. or | ) something | to listen
"""hytr","Masekhet: 71035, Page: 006, Side: 1, Line: 05, Word: 4",No data,,,,,,,,,,,,,היתר,None,No data,
)kylh,"Masekhet: 71035, Page: 006, Side: 1, Line: 05, Word: 5",No data,,,,,,,,,,,,,אכילה,None,No data,
"$nynw"";","Masekhet: 71035, Page: 006, Side: 1, Line: 05, Word: 6",No data,,,,,,,,,,,,,שנינו;,None,No data,
l);,"Masekhet: 71035, Page: 006, Side: 1, Line: 06, Word: 0",a,,,,,lˀ,,,,"no, not",,,,לא;,l),adverb,"no, not"
dqblyh,"Masekhet: 71035, Page: 006, Side: 1, Line: 06, Word: 1",c,verb D,,,,dy,qbl,,,"to receive, to accept",idioms:,,,דקבליה,qbl,conjunction | verb pael,"to receive, to accept | idioms:"
"""smwK","Masekhet: 71035, Page: 006, Side: 1, Line: 06, Word: 2",No data,,,,,,,,,,,,,סמוך,None,No data,
l$qy(t,"Masekhet: 71035, Page: 006, Side: 1, Line: 06, Word: 3",No data,,,,,,,,,,,,,לשקיעת,None,No data,
"hxmh"";","Masekhet: 71035, Page: 006, Side: 1, Line: 06, Word: 4",No data,,,,,,,,,,,,,החמה;,None,No data,
dl),"Masekhet: 71035, Page: 006, Side: 1, Line: 06, Word: 5",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
hwh,"Masekhet: 71035, Page: 006, Side: 1, Line: 06, Word: 6",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
"""$hwt""","Masekhet: 71035, Page: 006, Side: 1, Line: 07, Word: 0",No data,,,,,,,,,,,,,שהות,None,No data,
lmzrq;,"Masekhet: 71035, Page: 006, Side: 1, Line: 07, Word: 1",p02,verb G,,,,l_,zrq,,,to throw,to disperse,(gram.) to use a disjunctive accent,,למזרק;,zrq,preposition with pronominal suffix | verb peal,to throw | to disperse | (gram.) to use a disjunctive accent
)bl,"Masekhet: 71035, Page: 006, Side: 1, Line: 07, Word: 2",No data,,,,,,,,,,,,,אבל,None,No data,
hw)y,"Masekhet: 71035, Page: 006, Side: 1, Line: 07, Word: 3",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הואי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
"""$hwt""","Masekhet: 71035, Page: 006, Side: 1, Line: 07, Word: 4",No data,,,,,,,,,,,,,שהות,None,No data,
m)y;,"Masekhet: 71035, Page: 006, Side: 1, Line: 07, Word: 5",P01,,,,,mˀy,,,,what,,,,מאי;,m)y,preposition independent,what
qtny,"Masekhet: 71035, Page: 006, Side: 1, Line: 13, Word: 0",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,קתני,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
myxt;,"Masekhet: 71035, Page: 006, Side: 1, Line: 13, Word: 1",a,,,,,"myhˀ, myht, myḥt",,,,"at least, in any case",,,,מיחת;,myh),adverb,"at least, in any case"
"""lpny","Masekhet: 71035, Page: 006, Side: 1, Line: 14, Word: 0",No data,,,,,,,,,,,,,לפני,None,No data,
zryq',"Masekhet: 71035, Page: 006, Side: 1, Line: 14, Word: 1",No data,,,,,,,,,,,,,זריק',None,No data,
mw(l',"Masekhet: 71035, Page: 006, Side: 1, Line: 14, Word: 2",No data,,,,,,,,,,,,,מועל',None,No data,
"bw"";","Masekhet: 71035, Page: 006, Side: 1, Line: 14, Word: 3",No data,,,,,,,,,,,,,בו;,None,No data,
^?m)yy?^,"Masekhet: 71035, Page: 006, Side: 1, Line: 14, Word: 4",P,,,,,mˀy,,,,what,,,,מאיי,m)y,P,what
l)w,"Masekhet: 71035, Page: 006, Side: 1, Line: 14, Word: 5",a,,,,,"lˀw, lw",,,,"not, it is not",,,,לאו,l)w,adverb,"not, it is not"
dhwh,"Masekhet: 71035, Page: 006, Side: 1, Line: 14, Word: 6",c,verb G,,,,dy,hwy,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,דהוה,hwy,conjunction | verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
^xzy^,"Masekhet: 71035, Page: 006, Side: 1, Line: 14, Word: 8",A,,,,,ḥzh,,,,"proper, fit",,,,חזי,xzy,adjective,"proper, fit"
lmyzrqyh;,"Masekhet: 71035, Page: 006, Side: 1, Line: 15, Word: 0",p03,verb G,,,,l_,zrq,,,to throw,to disperse,(gram.) to use a disjunctive accent,,למיזרקיה;,zrq,preposition proclitic | verb peal,to throw | to disperse | (gram.) to use a disjunctive accent
d)y,"Masekhet: 71035, Page: 006, Side: 1, Line: 15, Word: 1",c,c,,,,dy,ˀy,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
b(y,"Masekhet: 71035, Page: 006, Side: 1, Line: 15, Word: 2",verb G,,,,,bˁy,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בעי,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
zrq;,"Masekhet: 71035, Page: 006, Side: 1, Line: 15, Word: 3",verb G,,,,,zrq,,,,to throw,to disperse,(gram.) to use a disjunctive accent,,זרק;,zrq,verb peal,to throw | to disperse | (gram.) to use a disjunctive accent
dl),"Masekhet: 71035, Page: 006, Side: 1, Line: 16, Word: 0",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
hwh,"Masekhet: 71035, Page: 006, Side: 1, Line: 16, Word: 1",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
^?xzy?^,"Masekhet: 71035, Page: 006, Side: 1, Line: 16, Word: 3",A,,,,,ḥzh,,,,"proper, fit",,,,חזי,xzy,adjective,"proper, fit"
lmyzrqyh,"Masekhet: 71035, Page: 006, Side: 1, Line: 16, Word: 4",p03,verb G,,,,l_,zrq,,,to throw,to disperse,(gram.) to use a disjunctive accent,,למיזרקיה,zrq,preposition proclitic | verb peal,to throw | to disperse | (gram.) to use a disjunctive accent
)bl,"Masekhet: 71035, Page: 006, Side: 1, Line: 17, Word: 0",No data,,,,,,,,,,,,,אבל,None,No data,
hwh,"Masekhet: 71035, Page: 006, Side: 1, Line: 17, Word: 1",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
^?xzy?^,"Masekhet: 71035, Page: 006, Side: 1, Line: 17, Word: 3",A,,,,,ḥzh,,,,"proper, fit",,,,חזי,xzy,adjective,"proper, fit"
lmyzrqyh,"Masekhet: 71035, Page: 006, Side: 1, Line: 17, Word: 4",p03,verb G,,,,l_,zrq,,,to throw,to disperse,(gram.) to use a disjunctive accent,,למיזרקיה,zrq,preposition proclitic | verb peal,to throw | to disperse | (gram.) to use a disjunctive accent
m)y;,"Masekhet: 71035, Page: 006, Side: 1, Line: 17, Word: 5",P01,,,,,mˀy,,,,what,,,,מאי;,m)y,preposition independent,what
hky,"Masekhet: 71035, Page: 006, Side: 1, Line: 17, Word: 6",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי,hky,X,"so, thus"
nmy,"Masekhet: 71035, Page: 006, Side: 1, Line: 17, Word: 7",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
dn?p?{{y}}q,"Masekhet: 71035, Page: 006, Side: 1, Line: 17, Word: 8",c,verb G,,,,dy,npq,,,"to go out, come out, leave","to turn into, end up differently from how it started","to be spent, i.e. used up, consumed",": similar to, appropriate for",דנפיק,npq,conjunction | verb peal,"to go out, come out, leave | to turn into, end up differently from how it started | to be spent, i.e. used up, consumed | : similar to, appropriate for"
"""mydy","Masekhet: 71035, Page: 006, Side: 1, Line: 18, Word: 0",No data,,,,,,,,,,,,,מידי,None,No data,
"m(yl';""","Masekhet: 71035, Page: 006, Side: 1, Line: 18, Word: 1",No data,,,,,,,,,,,,,מעיל';,None,No data,
m)y,"Masekhet: 71035, Page: 006, Side: 1, Line: 18, Word: 2",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
)yry),"Masekhet: 71035, Page: 006, Side: 1, Line: 18, Word: 3",verb Dt,,,,,ˀry,,,,to be specified,,,,איריא,)ry,verb ethpaal,to be specified
tny,"Masekhet: 71035, Page: 006, Side: 1, Line: 18, Word: 4",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,תני,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
"""l)xr","Masekhet: 71035, Page: 006, Side: 1, Line: 18, Word: 5",No data,,,,,,,,,,,,,לאחר,None,No data,
"zryq'"";","Masekhet: 71035, Page: 006, Side: 1, Line: 18, Word: 6",No data,,,,,,,,,,,,,זריק';,None,No data,
h),"Masekhet: 71035, Page: 006, Side: 1, Line: 26, Word: 0",I,,,,,hˀ,,,,here! look!,,,,הא,h),interjection,here! look!
q)ty,"Masekhet: 71035, Page: 006, Side: 1, Line: 26, Word: 1",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,קאתי,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
l)$mw(yn';,"Masekhet: 71035, Page: 006, Side: 1, Line: 26, Word: 2",p03,verb C,,,,l_,šmˁ,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,לאשמועינ';,$m(,preposition proclitic | verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
kl,"Masekhet: 71035, Page: 006, Side: 1, Line: 26, Word: 3",noun sg. abs. or construct,,,,,"kl, klˀ",,,,"all, every",,,,כל,kl,noun sg. abs. or construct,"all, every"
l)ytwyy,"Masekhet: 71035, Page: 006, Side: 1, Line: 26, Word: 4",p02,verb C,,,,l_,ˀty,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,לאיתויי,)ty,preposition with pronominal suffix | verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""lydy","Masekhet: 71035, Page: 006, Side: 1, Line: 26, Word: 5",No data,,,,,,,,,,,,,לידי,None,No data,
m(ylh;,"Masekhet: 71035, Page: 006, Side: 1, Line: 26, Word: 6",No data,,,,,,,,,,,,,מעילה;,None,No data,
"zryq'""","Masekhet: 71035, Page: 006, Side: 1, Line: 26, Word: 7",No data,,,,,,,,,,,,,זריק',None,No data,
"""ktyqnh""","Masekhet: 71035, Page: 006, Side: 1, Line: 27, Word: 0",No data,,,,,,,,,,,,,כתיקנה,None,No data,
mtyy),"Masekhet: 71035, Page: 006, Side: 1, Line: 27, Word: 1",verb C,,,,,ˀty,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,מתייא,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""lydy","Masekhet: 71035, Page: 006, Side: 1, Line: 27, Word: 2",No data,,,,,,,,,,,,,לידי,None,No data,
"m(ylh""","Masekhet: 71035, Page: 006, Side: 1, Line: 27, Word: 3",No data,,,,,,,,,,,,,מעילה,None,No data,
kl,"Masekhet: 71035, Page: 006, Side: 1, Line: 27, Word: 4",noun sg. abs. or construct,,,,,"kl, klˀ",,,,"all, every",,,,כל,kl,noun sg. abs. or construct,"all, every"
l)pwqy;,"Masekhet: 71035, Page: 006, Side: 1, Line: 27, Word: 5",p02,verb C,,,,l_,npq,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי;,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
)pylw,"Masekhet: 71035, Page: 006, Side: 1, Line: 28, Word: 0",c,,,,,ˀpylw,,,,"even if , even",,,,אפילו,)plw,conjunction,"even if , even"
"""$l)","Masekhet: 71035, Page: 006, Side: 1, Line: 28, Word: 1",No data,,,,,,,,,,,,,שלא,None,No data,
"ktyqnh""","Masekhet: 71035, Page: 006, Side: 1, Line: 28, Word: 2",No data,,,,,,,,,,,,,כתיקנה,None,No data,
nmy,"Masekhet: 71035, Page: 006, Side: 1, Line: 28, Word: 3",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
mpq),"Masekhet: 71035, Page: 006, Side: 1, Line: 28, Word: 4",verb C,,,,,npq,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,מפקא,npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""mydy","Masekhet: 71035, Page: 006, Side: 1, Line: 28, Word: 5",No data,,,,,,,,,,,,,מידי,None,No data,
"m(ylh"";","Masekhet: 71035, Page: 006, Side: 1, Line: 28, Word: 6",No data,,,,,,,,,,,,,מעילה;,None,No data,
whny,"Masekhet: 71035, Page: 006, Side: 2, Line: 15, Word: 0",c,P01,,,,w_,hny,,,"and, also","these, those",,,והני,hny,conjunction | preposition independent,"and, also | these, those"
trty,"Masekhet: 71035, Page: 006, Side: 2, Line: 15, Word: 1",n02,,,,,tryn,,,,two,,,,תרתי,try,numeral singular determined,two
lmh,"Masekhet: 71035, Page: 006, Side: 2, Line: 15, Word: 2",c,,,,,lmh,,,,why?,,,,למה,lmh,conjunction,why?
ly;,"Masekhet: 71035, Page: 006, Side: 2, Line: 15, Word: 3",p02,,,,,l_,,,,"to, for",,,,לי;,l_,preposition with pronominal suffix,"to, for"
crykN;,"Masekhet: 71035, Page: 006, Side: 2, Line: 15, Word: 4",A03,,,,,ṣryk,,,,poor; needy,,,,צריכן;,cryk,adjective plural absolute,poor; needy
d)y,"Masekhet: 71035, Page: 006, Side: 2, Line: 16, Word: 0",c,c,,,,dy,ˀy,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
)ytmr,"Masekhet: 71035, Page: 006, Side: 2, Line: 16, Word: 1",verb Gt,,,,,ˀmr,,,,to be said,"to be ordered, commanded",,,איתמר,)mr,verb ethpeel,"to be said | to be ordered, commanded"
"""bqd$y","Masekhet: 71035, Page: 006, Side: 2, Line: 16, Word: 2",No data,,,,,,,,,,,,,בקדשי,None,No data,
"qd$'""","Masekhet: 71035, Page: 006, Side: 2, Line: 16, Word: 3",No data,,,,,,,,,,,,,קדש',None,No data,
hwh,"Masekhet: 71035, Page: 006, Side: 2, Line: 16, Word: 4",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
)myn';,"Masekhet: 71035, Page: 006, Side: 2, Line: 16, Word: 5",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמינ';,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
bh),"Masekhet: 71035, Page: 006, Side: 2, Line: 16, Word: 6",p02,P01,,,,b_,hˀ,,,"in, with",this (f.),,,בהא,h),preposition with pronominal suffix | preposition independent,"in, with | this (f.)"
q)',"Masekhet: 71035, Page: 006, Side: 2, Line: 17, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,קא',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
r',"Masekhet: 71035, Page: 006, Side: 2, Line: 17, Word: 1",No data,,,,,,,,,,,,,ר',None,No data,
)ly(zr;,"Masekhet: 71035, Page: 006, Side: 2, Line: 17, Word: 2",No data,,,,,,,,,,,,,אליעזר;,None,No data,
"""mw(ly'","Masekhet: 71035, Page: 006, Side: 2, Line: 17, Word: 3",No data,,,,,,,,,,,,,מועלי',None,No data,
"bw""","Masekhet: 71035, Page: 006, Side: 2, Line: 17, Word: 4",No data,,,,,,,,,,,,,בו,None,No data,
m$wM,"Masekhet: 71035, Page: 006, Side: 2, Line: 17, Word: 5",c,,,,,mšwm,,,,"because, since",,,,משום,m$wm,conjunction,"because, since"
dzryq',"Masekhet: 71035, Page: 006, Side: 2, Line: 17, Word: 6",c,verb G,,,,dy,zrq,,,to throw,to disperse,(gram.) to use a disjunctive accent,,דזריק',zrq,conjunction | verb peal,to throw | to disperse | (gram.) to use a disjunctive accent
"""ktyqnh""","Masekhet: 71035, Page: 006, Side: 2, Line: 18, Word: 0",No data,,,,,,,,,,,,,כתיקנה,None,No data,
mpq),"Masekhet: 71035, Page: 006, Side: 2, Line: 18, Word: 1",verb C,,,,,npq,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,מפקא,npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""mydy","Masekhet: 71035, Page: 006, Side: 2, Line: 18, Word: 2",No data,,,,,,,,,,,,,מידי,None,No data,
m(yl';,"Masekhet: 71035, Page: 006, Side: 2, Line: 18, Word: 3",No data,,,,,,,,,,,,,מעיל';,None,No data,
$l),"Masekhet: 71035, Page: 006, Side: 2, Line: 18, Word: 4",No data,,,,,,,,,,,,,שלא,None,No data,
"ktyqnh""","Masekhet: 71035, Page: 006, Side: 2, Line: 18, Word: 5",No data,,,,,,,,,,,,,כתיקנה,None,No data,
l),"Masekhet: 71035, Page: 006, Side: 2, Line: 18, Word: 6",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mpq),"Masekhet: 71035, Page: 006, Side: 2, Line: 19, Word: 0",verb C,,,,,npq,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,מפקא,npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""mydy","Masekhet: 71035, Page: 006, Side: 2, Line: 19, Word: 1",No data,,,,,,,,,,,,,מידי,None,No data,
m(ylh;,"Masekhet: 71035, Page: 006, Side: 2, Line: 19, Word: 2",No data,,,,,,,,,,,,,מעילה;,None,No data,
")bl""","Masekhet: 71035, Page: 006, Side: 2, Line: 19, Word: 3",No data,,,,,,,,,,,,,אבל,None,No data,
l)ytwyy,"Masekhet: 71035, Page: 006, Side: 2, Line: 19, Word: 4",p02,verb C,,,,l_,ˀty,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,לאיתויי,)ty,preposition with pronominal suffix | verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""lydy","Masekhet: 71035, Page: 006, Side: 2, Line: 19, Word: 5",No data,,,,,,,,,,,,,לידי,None,No data,
"m(yl'""","Masekhet: 71035, Page: 006, Side: 2, Line: 19, Word: 6",No data,,,,,,,,,,,,,מעיל',None,No data,
mwdy,"Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 0",verb C,,,,,ydy,,,,to praise,to confess,"to consent, acknowledge",,מודי,ydy,verb (h)aphel,"to praise | to confess | to consent, acknowledge"
lyh,"Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 1",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
lr',"Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 2",No data,,,,,,,,,,,,,לר',None,No data,
(qyb',"Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 3",No data,,,,,,,,,,,,,עקיב',None,No data,
d)pylw,"Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 4",c,c,,,,dy,ˀpylw,,,"who,which (relative)","even if , even",,,דאפילו,)plw,conjunction | conjunction,"who,which (relative) | even if , even"
"""$l)","Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 5",No data,,,,,,,,,,,,,שלא,None,No data,
"ktyqnh""","Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 6",No data,,,,,,,,,,,,,כתיקנה,None,No data,
mtyy),"Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 7",verb C,,,,,ˀty,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,מתייא,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""lydy","Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 8",No data,,,,,,,,,,,,,לידי,None,No data,
"m(ylh"";","Masekhet: 71035, Page: 006, Side: 2, Line: 20, Word: 9",No data,,,,,,,,,,,,,מעילה;,None,No data,
d)pylw,"Masekhet: 71035, Page: 006, Side: 2, Line: 23, Word: 0",c,c,,,,dy,ˀpylw,,,"who,which (relative)","even if , even",,,דאפילו,)plw,conjunction | conjunction,"who,which (relative) | even if , even"
"""zryq'","Masekhet: 71035, Page: 006, Side: 2, Line: 23, Word: 1",No data,,,,,,,,,,,,,זריק',None,No data,
$l),"Masekhet: 71035, Page: 006, Side: 2, Line: 23, Word: 2",No data,,,,,,,,,,,,,שלא,None,No data,
"ktyqnh""","Masekhet: 71035, Page: 006, Side: 2, Line: 23, Word: 3",No data,,,,,,,,,,,,,כתיקנה,None,No data,
m?t?yy),"Masekhet: 71035, Page: 006, Side: 2, Line: 23, Word: 4",verb C,,,,,ˀty,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,מתייא,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
"""lydy","Masekhet: 71035, Page: 006, Side: 2, Line: 23, Word: 5",No data,,,,,,,,,,,,,לידי,None,No data,
"m(yl'"";","Masekhet: 71035, Page: 006, Side: 2, Line: 23, Word: 6",No data,,,,,,,,,,,,,מעיל';,None,No data,
""")bl","Masekhet: 71035, Page: 006, Side: 2, Line: 24, Word: 0",No data,,,,,,,,,,,,,אבל,None,No data,
qd$',"Masekhet: 71035, Page: 006, Side: 2, Line: 24, Word: 1",No data,,,,,,,,,,,,,קדש',None,No data,
"qd$'""","Masekhet: 71035, Page: 006, Side: 2, Line: 24, Word: 2",No data,,,,,,,,,,,,,קדש',None,No data,
dl)pwqy,"Masekhet: 71035, Page: 006, Side: 2, Line: 24, Word: 3",c,p02,verb C,,,dy,l_,npq,,"to bring forth, produce","to remove, expel",to expend,to produce a text,דלאפוקי,l_,conjunction | preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
hw);,"Masekhet: 71035, Page: 006, Side: 2, Line: 24, Word: 4",P01,,,,,hwˀ,,,,he,,,,הוא;,hw),preposition independent,he
"""$l)","Masekhet: 71035, Page: 006, Side: 2, Line: 24, Word: 5",No data,,,,,,,,,,,,,שלא,None,No data,
"ktyqnh""","Masekhet: 71035, Page: 006, Side: 2, Line: 24, Word: 6",No data,,,,,,,,,,,,,כתיקנה,None,No data,
l),"Masekhet: 71035, Page: 006, Side: 2, Line: 25, Word: 0",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mpq),"Masekhet: 71035, Page: 006, Side: 2, Line: 25, Word: 1",verb C,,,,,npq,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,מפקא,npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""mydy","Masekhet: 71035, Page: 006, Side: 2, Line: 25, Word: 2",No data,,,,,,,,,,,,,מידי,None,No data,
"m(ylh"";","Masekhet: 71035, Page: 006, Side: 2, Line: 25, Word: 3",No data,,,,,,,,,,,,,מעילה;,None,No data,
qm'l;,"Masekhet: 71035, Page: 006, Side: 2, Line: 25, Word: 4",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל;,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
)lm),"Masekhet: 71035, Page: 007, Side: 1, Line: 05, Word: 0",c,,,,,"ˁl mˀ, ˁl mnˀ, ˀmˀy",,,,why?,,,,אלמא,)lm),conjunction,why?
h)y,"Masekhet: 71035, Page: 007, Side: 1, Line: 05, Word: 1",P01,,,,,hˀy,,,,this,,,,האי,h)y,preposition independent,this
""")ll""","Masekhet: 71035, Page: 007, Side: 1, Line: 05, Word: 2",No data,,,,,,,,,,,,,אלל,None,No data,
kywN,"Masekhet: 71035, Page: 007, Side: 1, Line: 06, Word: 0",c,,,,,kywn,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
dlyt,"Masekhet: 71035, Page: 007, Side: 1, Line: 06, Word: 1",c,V,,,,dy,"lyt, l)yty",,,"who,which (relative)",there is/are not,,,דלית,lyt,conjunction | V,"who,which (relative) | there is/are not"
byh,"Masekhet: 71035, Page: 007, Side: 1, Line: 06, Word: 2",p02,,,,,b_,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix,"in, with"
m$$),"Masekhet: 71035, Page: 007, Side: 1, Line: 06, Word: 3",noun sg. emphatic,,,,,"mšš, mššˀ",,,,toucing; substance,,,,מששא,m$$),noun sg. emphatic,toucing; substance
l),"Masekhet: 71035, Page: 007, Side: 1, Line: 06, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mqbl,"Masekhet: 71035, Page: 007, Side: 1, Line: 06, Word: 5",verb D,,,,,qbl,,,,"to receive, to accept",idioms:,,,מקבל,qbl,verb pael,"to receive, to accept | idioms:"
"""Twm)h"";","Masekhet: 71035, Page: 007, Side: 1, Line: 06, Word: 6",No data,,,,,,,,,,,,,טומאה;,None,No data,
hny,"Masekhet: 71035, Page: 007, Side: 1, Line: 06, Word: 7",P01,,,,,hny,,,,"these, those",,,,הני,hny,preposition independent,"these, those"
"""n$pkyN""","Masekhet: 71035, Page: 007, Side: 1, Line: 07, Word: 0",No data,,,,,,,,,,,,,נשפכין,None,No data,
nmy,"Masekhet: 71035, Page: 007, Side: 1, Line: 07, Word: 1",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
kywN,"Masekhet: 71035, Page: 007, Side: 1, Line: 07, Word: 2",c,,,,,kywn,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
"""dl)ybwd""","Masekhet: 71035, Page: 007, Side: 1, Line: 07, Word: 3",No data,,,,,,,,,,,,,דלאיבוד,None,No data,
q)zly;,"Masekhet: 71035, Page: 007, Side: 1, Line: 07, Word: 4",verb G,,,,,ˀzl,,,,"to go, move along",to go away,as co-verb : to go ahead and do something,"to be going on, to be happening (colloquial only?)",קאזלי;,)zl,verb peal,"to go, move along | to go away | as co-verb : to go ahead and do something | to be going on, to be happening (colloquial only?)"
