text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
dr$t,"Masekhet: 71028, Page: 008, Side: 1, Line: 20, Word: 1",verb G,,,,,drš,,,,"to tread, open a road","to interpret, to expound","to ask, to seek",,דרשת,dr$,verb peal,"to tread, open a road | to interpret, to expound | to ask, to seek"
byh;,"Masekhet: 71028, Page: 008, Side: 1, Line: 20, Word: 2",p02,,,,,b_,,,,"in, with",,,,ביה;,b_,preposition with pronominal suffix,"in, with"
m)y,"Masekhet: 71028, Page: 008, Side: 1, Line: 21, Word: 0",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
dry$t,"Masekhet: 71028, Page: 008, Side: 1, Line: 21, Word: 1",verb G,,,,,drš,,,,"to tread, open a road","to interpret, to expound","to ask, to seek",,דרישת,dr$,verb peal,"to tread, open a road | to interpret, to expound | to ask, to seek"
byh;,"Masekhet: 71028, Page: 008, Side: 1, Line: 21, Word: 2",p02,,,,,b_,,,,"in, with",,,,ביה;,b_,preposition with pronominal suffix,"in, with"
)l),"Masekhet: 71028, Page: 008, Side: 1, Line: 23, Word: 0",c,,,,,ˀlˀ,,,,but rather,,,,אלא,)l),conjunction,but rather
m)y,"Masekhet: 71028, Page: 008, Side: 1, Line: 23, Word: 1",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
dr$t,"Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 0",verb G,,,,,drš,,,,"to tread, open a road","to interpret, to expound","to ask, to seek",,דרשת,dr$,verb peal,"to tread, open a road | to interpret, to expound | to ask, to seek"
byh;,"Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 1",p02,,,,,b_,,,,"in, with",,,,ביה;,b_,preposition with pronominal suffix,"in, with"
wtw,"Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 2",c,X,,,,w_,twb,,,"and, also",again,,,ותו,tw,conjunction | X,"and, also | again"
my,"Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 3",c,,,,,my,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
gmrN,"Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 4",verb G,,,,,gmr,,,,trans.,intrans.,,,גמרן,gmr,verb peal,trans. | intrans.
mhddy;,"Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 5",a,,,,,"ḥddˀ, hddy",,,,one another; each other,,,,מהדדי;,mhddy,adverb,one another; each other
"""xT)t","Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 6",No data,,,,,,,,,,,,,חטאת,None,No data,
xlb,"Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 7",No data,,,,,,,,,,,,,חלב,None,No data,
mxT)t,"Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 8",No data,,,,,,,,,,,,,מחטאת,None,No data,
"nzyr""","Masekhet: 71028, Page: 008, Side: 1, Line: 24, Word: 9",No data,,,,,,,,,,,,,נזיר,None,No data,
l),"Masekhet: 71028, Page: 008, Side: 1, Line: 25, Word: 0",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
gmr),"Masekhet: 71028, Page: 008, Side: 1, Line: 25, Word: 1",verb G,,,,,gmr,,,,trans.,intrans.,,,גמרא,gmr,verb peal,trans. | intrans.
w)kty,"Masekhet: 71028, Page: 008, Side: 1, Line: 32, Word: 0",c,a,,,,w_,ˀkty,,,"and, also",still,,,ואכתי,)kty,conjunction | adverb,"and, also | still"
my,"Masekhet: 71028, Page: 008, Side: 1, Line: 32, Word: 1",c,,,,,my,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
ylpy,"Masekhet: 71028, Page: 008, Side: 1, Line: 32, Word: 2",V,,,,,"ˀlp, ylp",,,,,,,,ילפי,ylp,V,
mhddy,"Masekhet: 71028, Page: 008, Side: 1, Line: 32, Word: 3",a,,,,,"ḥddˀ, hddy",,,,one another; each other,,,,מהדדי,mhddy,adverb,one another; each other
bxd),"Masekhet: 71028, Page: 008, Side: 1, Line: 35, Word: 0",p02,n01,,,,b_,ḥd,,,"in, with",one,,,בחדא,xd,preposition with pronominal suffix | numeral singular absolute or construct,"in, with | one"
l),"Masekhet: 71028, Page: 008, Side: 1, Line: 35, Word: 1",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
)t)y;,"Masekhet: 71028, Page: 008, Side: 1, Line: 35, Word: 2",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,אתאי;,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
tyty,"Masekhet: 71028, Page: 008, Side: 1, Line: 36, Word: 0",verb G,,,,,ˀty,,,,to come,to occur; w.,: to befall,to be fitting,תיתי,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
xd),"Masekhet: 71028, Page: 008, Side: 1, Line: 36, Word: 1",n01,,,,,ḥd,,,,one,,,,חדא,xd,numeral singular absolute or construct,one
mtrty;,"Masekhet: 71028, Page: 008, Side: 1, Line: 36, Word: 2",p,n01,,,,mn,tryn,,,from,two,,,מתרתי;,try,preposition | numeral singular absolute or construct,from | two
bhy;,"Masekhet: 71028, Page: 008, Side: 1, Line: 36, Word: 3",p02,,,,,b_,,,,"in, with",,,,בהי;,b_,preposition with pronominal suffix,"in, with"
l),"Masekhet: 71028, Page: 008, Side: 1, Line: 36, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
nyktwb,"Masekhet: 71028, Page: 008, Side: 1, Line: 36, Word: 5",verb G,,,,,ktb,,,,to write,to draw,,,ניכתוב,ktb,verb peal,to write | to draw
rxmn),"Masekhet: 71028, Page: 008, Side: 1, Line: 37, Word: 0",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמנא,rxmn),noun sg. emphatic,merciful
"""bxT)t","Masekhet: 71028, Page: 008, Side: 1, Line: 37, Word: 1",No data,,,,,,,,,,,,,בחטאת,None,No data,
"xlb""","Masekhet: 71028, Page: 008, Side: 1, Line: 37, Word: 2",No data,,,,,,,,,,,,,חלב,None,No data,
wtyty,"Masekhet: 71028, Page: 008, Side: 1, Line: 37, Word: 3",c,verb G,,,,w_,ˀty,,,to come,to occur; w.,: to befall,to be fitting,ותיתי,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
mhnK;,"Masekhet: 71028, Page: 008, Side: 1, Line: 37, Word: 4",p,P01,,,,mn,"hnk, hnˀk, ˀnk, ˀynk",,,from,those,,,מהנך;,hnk,preposition | preposition independent,from | those
mh,"Masekhet: 71028, Page: 008, Side: 1, Line: 38, Word: 0",c,,,,,"mh, mh d_, mdy",,,,what,,,,מה,mh,conjunction,what
lhnK,"Masekhet: 71028, Page: 008, Side: 1, Line: 38, Word: 1",p03,P01,,,,l_,"hnk, hnˀk, ˀnk, ˀynk",,,"to, for",those,,,להנך,hnk,preposition proclitic | preposition independent,"to, for | those"
"""$kN","Masekhet: 71028, Page: 008, Side: 1, Line: 38, Word: 2",No data,,,,,,,,,,,,,שכן,None,No data,
y$,"Masekhet: 71028, Page: 008, Side: 1, Line: 38, Word: 3",No data,,,,,,,,,,,,,יש,None,No data,
(mhM,"Masekhet: 71028, Page: 008, Side: 1, Line: 38, Word: 4",No data,,,,,,,,,,,,,עמהם,None,No data,
dmyM,"Masekhet: 71028, Page: 008, Side: 1, Line: 38, Word: 5",No data,,,,,,,,,,,,,דמים,None,No data,
")xryM""","Masekhet: 71028, Page: 008, Side: 1, Line: 38, Word: 6",No data,,,,,,,,,,,,,אחרים,None,No data,
l),"Masekhet: 71028, Page: 008, Side: 1, Line: 38, Word: 7",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
nktwb,"Masekhet: 71028, Page: 008, Side: 1, Line: 39, Word: 0",verb G,,,,,ktb,,,,to write,to draw,,,נכתוב,ktb,verb peal,to write | to draw
rxmn),"Masekhet: 71028, Page: 008, Side: 1, Line: 39, Word: 1",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמנא,rxmn),noun sg. emphatic,merciful
"""bxT)t","Masekhet: 71028, Page: 008, Side: 1, Line: 39, Word: 2",No data,,,,,,,,,,,,,בחטאת,None,No data,
"nzyr""","Masekhet: 71028, Page: 008, Side: 1, Line: 39, Word: 3",No data,,,,,,,,,,,,,נזיר,None,No data,
wtyty,"Masekhet: 71028, Page: 008, Side: 1, Line: 39, Word: 4",c,verb G,,,,w_,ˀty,,,to come,to occur; w.,: to befall,to be fitting,ותיתי,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
mhnK;,"Masekhet: 71028, Page: 008, Side: 1, Line: 39, Word: 5",p,P01,,,,mn,"hnk, hnˀk, ˀnk, ˀynk",,,from,those,,,מהנך;,hnk,preposition | preposition independent,from | those
mh,"Masekhet: 71028, Page: 008, Side: 1, Line: 40, Word: 0",c,,,,,"mh, mh d_, mdy",,,,what,,,,מה,mh,conjunction,what
lhnK,"Masekhet: 71028, Page: 008, Side: 1, Line: 40, Word: 1",p03,P01,,,,l_,"hnk, hnˀk, ˀnk, ˀynk",,,"to, for",those,,,להנך,hnk,preposition proclitic | preposition independent,"to, for | those"
"""$kN","Masekhet: 71028, Page: 008, Side: 1, Line: 40, Word: 2",No data,,,,,,,,,,,,,שכן,None,No data,
)yN,"Masekhet: 71028, Page: 008, Side: 1, Line: 40, Word: 3",No data,,,,,,,,,,,,,אין,None,No data,
lhM,"Masekhet: 71028, Page: 008, Side: 1, Line: 40, Word: 4",No data,,,,,,,,,,,,,להם,None,No data,
"$)lh""","Masekhet: 71028, Page: 008, Side: 1, Line: 40, Word: 5",No data,,,,,,,,,,,,,שאלה,None,No data,
l),"Masekhet: 71028, Page: 008, Side: 1, Line: 40, Word: 6",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
nyktwb,"Masekhet: 71028, Page: 008, Side: 1, Line: 40, Word: 7",verb G,,,,,ktb,,,,to write,to draw,,,ניכתוב,ktb,verb peal,to write | to draw
rxmn),"Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 0",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמנא,rxmn),noun sg. emphatic,merciful
"""bxT)t","Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 1",No data,,,,,,,,,,,,,בחטאת,None,No data,
"mcwr(""","Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 2",No data,,,,,,,,,,,,,מצורע,None,No data,
wtyty,"Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 3",c,verb G,,,,w_,ˀty,,,to come,to occur; w.,: to befall,to be fitting,ותיתי,)ty,conjunction | verb peal,to come | to occur; w. | : to befall | to be fitting
mhnK;,"Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 4",p,P01,,,,mn,"hnk, hnˀk, ˀnk, ˀynk",,,from,those,,,מהנך;,hnk,preposition | preposition independent,from | those
mh,"Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 5",c,,,,,"mh, mh d_, mdy",,,,what,,,,מה,mh,conjunction,what
lhnK,"Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 6",p03,P01,,,,l_,"hnk, hnˀk, ˀnk, ˀynk",,,"to, for",those,,,להנך,hnk,preposition proclitic | preposition independent,"to, for | those"
"""$kN","Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 7",No data,,,,,,,,,,,,,שכן,None,No data,
)ynN,"Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 8",No data,,,,,,,,,,,,,אינן,None,No data,
b)wt,"Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 9",No data,,,,,,,,,,,,,באות,None,No data,
"bdlwt"";","Masekhet: 71028, Page: 008, Side: 1, Line: 41, Word: 10",No data,,,,,,,,,,,,,בדלות;,None,No data,
)ym),"Masekhet: 71028, Page: 008, Side: 2, Line: 13, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
kl,"Masekhet: 71028, Page: 008, Side: 2, Line: 13, Word: 1",noun sg. abs. or construct,,,,,"kl, klˀ",,,,"all, every",,,,כל,kl,noun sg. abs. or construct,"all, every"
d$xyT,"Masekhet: 71028, Page: 008, Side: 2, Line: 13, Word: 2",c,verb G,,,,dy,šḥṭ,,,"to cut the throat, slaughter",,,,דשחיט,$xT,conjunction | verb peal,"to cut the throat, slaughter"
lyh,"Masekhet: 71028, Page: 008, Side: 2, Line: 13, Word: 3",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
lyhwy,"Masekhet: 71028, Page: 008, Side: 2, Line: 14, Word: 0",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,ליהוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
kwwtyh;,"Masekhet: 71028, Page: 008, Side: 2, Line: 14, Word: 1",p02,,,,,kwt,,,,like,,,,כוותיה;,kwwt,preposition with pronominal suffix,like
lkl,"Masekhet: 71028, Page: 008, Side: 2, Line: 16, Word: 0",p03,noun sg. abs. or construct,,,,l_,"kl, klˀ",,,"to, for","all, every",,,לכל,kl,preposition proclitic | noun sg. abs. or construct,"to, for | all, every"
d$xyT,"Masekhet: 71028, Page: 008, Side: 2, Line: 16, Word: 1",c,verb G,,,,dy,šḥṭ,,,"to cut the throat, slaughter",,,,דשחיט,$xT,conjunction | verb peal,"to cut the throat, slaughter"
lyh,"Masekhet: 71028, Page: 008, Side: 2, Line: 16, Word: 2",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
"""$lmyM""","Masekhet: 71028, Page: 008, Side: 2, Line: 16, Word: 3",No data,,,,,,,,,,,,,שלמים,None,No data,
lyhwy;,"Masekhet: 71028, Page: 008, Side: 2, Line: 16, Word: 4",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,ליהוי;,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
h),"Masekhet: 71028, Page: 008, Side: 2, Line: 20, Word: 0",I,,,,,hˀ,,,,here! look!,,,,הא,h),interjection,here! look!
l),"Masekhet: 71028, Page: 008, Side: 2, Line: 20, Word: 1",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
d)my,"Masekhet: 71028, Page: 008, Side: 2, Line: 20, Word: 2",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דאמי,dmy,verb peal,to be like | ptcp. :
kll),"Masekhet: 71028, Page: 008, Side: 2, Line: 20, Word: 3",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,כללא,kll),noun sg. emphatic,general rule
btr),"Masekhet: 71028, Page: 008, Side: 2, Line: 20, Word: 4",A02,,,,,btry,,,,last,,,,בתרא,btr),adjective singular determined,last
l{b}<k>^l^l),"Masekhet: 71028, Page: 008, Side: 2, Line: 20, Word: 5",p03,noun sg. emphatic,,,,l_,"kll, kllˀ",,,"to, for",general rule,,,לכללא,kll),preposition proclitic | noun sg. emphatic,"to, for | general rule"
qm);,"Masekhet: 71028, Page: 008, Side: 2, Line: 20, Word: 6",A,,,,,qdmy,,,,first,,,,קמא;,qm),adjective,first
kll),"Masekhet: 71028, Page: 008, Side: 2, Line: 20, Word: 7",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,כללא,kll),noun sg. emphatic,general rule
qm),"Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 0",A,,,,,qdmy,,,,first,,,,קמא,qm),adjective,first
q),"Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 1",a,,,,,qˀ,,,,aspectual particle,,,,קא,q),adverb,aspectual particle
mrby,"Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 2",verb D,,,,,rby,,,,"to raise (children, etc.)","to put forth, to cause to grow",to augment something,,מרבי,rby,verb pael,"to raise (children, etc.) | to put forth, to cause to grow | to augment something"
"""zbxyM""","Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 3",No data,,,,,,,,,,,,,זבחים,None,No data,
wtw,"Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 4",c,X,,,,w_,twb,,,"and, also",again,,,ותו,tw,conjunction | X,"and, also | again"
l);,"Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 5",a,,,,,lˀ,,,,"no, not",,,,לא;,l),adverb,"no, not"
kll),"Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 6",noun sg. emphatic,,,,,"kll, kllˀ",,,,general rule,,,,כללא,kll),noun sg. emphatic,general rule
btr),"Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 7",A02,,,,,btry,,,,last,,,,בתרא,btr),adjective singular determined,last
"""lh'","Masekhet: 71028, Page: 008, Side: 2, Line: 21, Word: 8",No data,,,,,,,,,,,,,לה',None,No data,
htwn),"Masekhet: 71028, Page: 008, Side: 2, Line: 22, Word: 0",verb G,,,,,tny,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,התונא,tny,verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
db'r,"Masekhet: 71028, Page: 008, Side: 2, Line: 23, Word: 0",p,,,,,dy,,,,"of, genitive particle",,,,דב'ר,d_,preposition,"of, genitive particle"
y$m()l,"Masekhet: 71028, Page: 008, Side: 2, Line: 23, Word: 1",No data,,,,,,,,,,,,,ישמעאל,None,No data,
bkll),"Masekhet: 71028, Page: 008, Side: 2, Line: 23, Word: 2",p02,noun sg. emphatic,,,,b_,"kll, kllˀ",,,"in, with",general rule,,,בכללא,kll),preposition with pronominal suffix | noun sg. emphatic,"in, with | general rule"
wprTy,"Masekhet: 71028, Page: 008, Side: 2, Line: 23, Word: 3",c,noun pl. emphatic,,,,w_,"prṭ, prṭˀ",,,"and, also",specific statement,,,ופרטי,prT),conjunction | noun pl. emphatic,"and, also | specific statement"
ky h)y gwn),"Masekhet: 71028, Page: 008, Side: 2, Line: 23, Word: 4",N,,,,,"gwn, gwnˀ",,,,color; kind,,,,כי האי גונא,ky@h)y@gwwn),noun,color; kind
)ym),"Masekhet: 71028, Page: 008, Side: 2, Line: 30, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אימא,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lkl,"Masekhet: 71028, Page: 008, Side: 2, Line: 30, Word: 1",p03,noun sg. abs. or construct,,,,l_,"kl, klˀ",,,"to, for","all, every",,,לכל,kl,preposition proclitic | noun sg. abs. or construct,"to, for | all, every"
d$xyT,"Masekhet: 71028, Page: 008, Side: 2, Line: 30, Word: 2",c,verb G,,,,dy,šḥṭ,,,"to cut the throat, slaughter",,,,דשחיט,$xT,conjunction | verb peal,"to cut the throat, slaughter"
lyh,"Masekhet: 71028, Page: 008, Side: 2, Line: 30, Word: 3",p,,,,,l_,,,,"to, for",,,,ליה,l_,preposition,"to, for"
lyhwy,"Masekhet: 71028, Page: 008, Side: 2, Line: 30, Word: 4",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,ליהוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
kwwtyh;,"Masekhet: 71028, Page: 008, Side: 2, Line: 30, Word: 5",p02,,,,,kwt,,,,like,,,,כוותיה;,kwwt,preposition with pronominal suffix,like
)Tw,"Masekhet: 71028, Page: 009, Side: 1, Line: 03, Word: 0",p,,,,,ˀṭw,,,,on account of,,,,אטו,)Tw,preposition,on account of
"""xT)t","Masekhet: 71028, Page: 009, Side: 1, Line: 03, Word: 1",No data,,,,,,,,,,,,,חטאת,None,No data,
"w)$M""","Masekhet: 71028, Page: 009, Side: 1, Line: 03, Word: 2",No data,,,,,,,,,,,,,ואשם,None,No data,
my,"Masekhet: 71028, Page: 009, Side: 1, Line: 03, Word: 3",c,,,,,my,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
l),"Masekhet: 71028, Page: 009, Side: 1, Line: 03, Word: 4",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
mt)kly;,"Masekhet: 71028, Page: 009, Side: 1, Line: 03, Word: 5",verb Gt,,,,,ˀkl,,,,to be eaten,to be consumed,+,impers. : to be slandered,מתאכלי;,)kl,verb ethpeel,to be eaten | to be consumed | + | impers. : to be slandered
lm)y,"Masekhet: 71028, Page: 009, Side: 1, Line: 11, Word: 0",p03,P01,,,,l_,mˀy,,,"to, for",what,,,למאי,m)y,preposition proclitic | preposition independent,"to, for | what"
hlkt);,"Masekhet: 71028, Page: 009, Side: 1, Line: 11, Word: 1",noun sg. emphatic,,,,,"hlkh, hlktˀ",,,,accepted legal decision; custom,,,,הלכתא;,hylkt),noun sg. emphatic,accepted legal decision; custom
lmylq),"Masekhet: 71028, Page: 009, Side: 1, Line: 12, Word: 0",p03,verb G,,,,l_,lqy,,,to be smitten with (,") disease, made defective",to receive lashes or blows,,למילקא,lqy,preposition proclitic | verb peal,"to be smitten with ( | ) disease, made defective | to receive lashes or blows"
(lyh,"Masekhet: 71028, Page: 009, Side: 1, Line: 12, Word: 1",p02,,,,,ˁl,,,,upon; against; to,,,,עליה,(l,preposition with pronominal suffix,upon; against; to
hyk),"Masekhet: 71028, Page: 009, Side: 1, Line: 14, Word: 0",a,,,,,"hykˀ, hykn",,,,where,,,,היכא,hyk),adverb,where
d$xTyh,"Masekhet: 71028, Page: 009, Side: 1, Line: 14, Word: 1",verb G,,,,,šḥṭ,,,,"to cut the throat, slaughter",,,,דשחטיה,$xT,verb peal,"to cut the throat, slaughter"
l$wM,"Masekhet: 71028, Page: 009, Side: 1, Line: 14, Word: 2",p01,,,,,lšm,,,,for the sake of,,,,לשום,l$wm,preposition independent,for the sake of
"""bkwr""","Masekhet: 71028, Page: 009, Side: 1, Line: 14, Word: 3",No data,,,,,,,,,,,,,בכור,None,No data,
lyhwy,"Masekhet: 71028, Page: 009, Side: 1, Line: 15, Word: 0",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,ליהוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
"""kbkwr"";","Masekhet: 71028, Page: 009, Side: 1, Line: 15, Word: 1",No data,,,,,,,,,,,,,כבכור;,None,No data,
lm)y,"Masekhet: 71028, Page: 009, Side: 1, Line: 15, Word: 2",p03,P01,,,,l_,mˀy,,,"to, for",what,,,למאי,m)y,preposition proclitic | preposition independent,"to, for | what"
hlkt);,"Masekhet: 71028, Page: 009, Side: 1, Line: 15, Word: 3",noun sg. emphatic,,,,,"hlkh, hlktˀ",,,,accepted legal decision; custom,,,,הלכתא;,hylkt),noun sg. emphatic,accepted legal decision; custom
hyk),"Masekhet: 71028, Page: 009, Side: 1, Line: 17, Word: 0",a,,,,,"hykˀ, hykn",,,,where,,,,היכא,hyk),adverb,where
$xTyh,"Masekhet: 71028, Page: 009, Side: 1, Line: 17, Word: 1",verb G,,,,,šḥṭ,,,,"to cut the throat, slaughter",,,,שחטיה,$xT,verb peal,"to cut the throat, slaughter"
l$wM,"Masekhet: 71028, Page: 009, Side: 1, Line: 18, Word: 0",p01,,,,,lšm,,,,for the sake of,,,,לשום,l$wm,preposition independent,for the sake of
"""tmwrh""","Masekhet: 71028, Page: 009, Side: 1, Line: 18, Word: 1",No data,,,,,,,,,,,,,תמורה,None,No data,
lyhwy,"Masekhet: 71028, Page: 009, Side: 1, Line: 18, Word: 2",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,ליהוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
"""ktmwrh""","Masekhet: 71028, Page: 009, Side: 1, Line: 18, Word: 3",No data,,,,,,,,,,,,,כתמורה,None,No data,
lm)y,"Masekhet: 71028, Page: 009, Side: 1, Line: 18, Word: 4",p03,P01,,,,l_,mˀy,,,"to, for",what,,,למאי,m)y,preposition proclitic | preposition independent,"to, for | what"
hlkt);,"Masekhet: 71028, Page: 009, Side: 1, Line: 18, Word: 5",noun sg. emphatic,,,,,"hlkh, hlktˀ",,,,accepted legal decision; custom,,,,הלכתא;,hylkt),noun sg. emphatic,accepted legal decision; custom
lmylq),"Masekhet: 71028, Page: 009, Side: 1, Line: 19, Word: 0",p03,verb G,,,,l_,lqy,,,to be smitten with (,") disease, made defective",to receive lashes or blows,,למילקא,lqy,preposition proclitic | verb peal,"to be smitten with ( | ) disease, made defective | to receive lashes or blows"
(lyh;,"Masekhet: 71028, Page: 009, Side: 1, Line: 19, Word: 1",p02,,,,,ˁl,,,,upon; against; to,,,,עליה;,(l,preposition with pronominal suffix,upon; against; to
hyk),"Masekhet: 71028, Page: 009, Side: 1, Line: 22, Word: 0",a,,,,,"hykˀ, hykn",,,,where,,,,היכא,hyk),adverb,where
d$xTyh,"Masekhet: 71028, Page: 009, Side: 1, Line: 22, Word: 1",verb G,,,,,šḥṭ,,,,"to cut the throat, slaughter",,,,דשחטיה,$xT,verb peal,"to cut the throat, slaughter"
l$wM,"Masekhet: 71028, Page: 009, Side: 1, Line: 22, Word: 2",p01,,,,,l_,,,,"to, for",,,,לשום,l_,preposition independent,"to, for"
"""twdh""","Masekhet: 71028, Page: 009, Side: 1, Line: 22, Word: 3",No data,,,,,,,,,,,,,תודה,None,No data,
lyhwy,"Masekhet: 71028, Page: 009, Side: 1, Line: 23, Word: 0",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,ליהוי,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
ky,"Masekhet: 71028, Page: 009, Side: 1, Line: 23, Word: 1",p01,,,,,ky,,,,like,,,,כי,ky,preposition independent,like
"""twdh"";","Masekhet: 71028, Page: 009, Side: 1, Line: 23, Word: 2",No data,,,,,,,,,,,,,תודה;,None,No data,
lm)y,"Masekhet: 71028, Page: 009, Side: 1, Line: 23, Word: 3",p03,P01,,,,l_,mˀy,,,"to, for",what,,,למאי,m)y,preposition proclitic | preposition independent,"to, for | what"
hlkt),"Masekhet: 71028, Page: 009, Side: 1, Line: 23, Word: 4",noun sg. emphatic,,,,,"hlkh, hlktˀ",,,,accepted legal decision; custom,,,,הלכתא,hylkt),noun sg. emphatic,accepted legal decision; custom
"""lhT(ynw","Masekhet: 71028, Page: 009, Side: 1, Line: 23, Word: 5",No data,,,,,,,,,,,,,להטעינו,None,No data,
"lxM""","Masekhet: 71028, Page: 009, Side: 1, Line: 23, Word: 6",No data,,,,,,,,,,,,,לחם,None,No data,
my,"Masekhet: 71028, Page: 009, Side: 1, Line: 24, Word: 0",c,,,,,my,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
)yk),"Masekhet: 71028, Page: 009, Side: 1, Line: 24, Word: 1",a,,,,,ˀykˀ,,,,there is here,,,,איכא,)yk),adverb,there is here
mydy,"Masekhet: 71028, Page: 009, Side: 1, Line: 24, Word: 2",R,,,,,"mdˁm, mdm, mydy",,,,something,,,,מידי,mydy,R,something
"""dpsx""","Masekhet: 71028, Page: 009, Side: 1, Line: 24, Word: 3",No data,,,,,,,,,,,,,דפסח,None,No data,
gwpyh,"Masekhet: 71028, Page: 009, Side: 1, Line: 24, Word: 4",noun sg. emphatic,,,,,"gwp, gwpˀ",,,,body,,,,גופיה,gwp),noun sg. emphatic,body
l),"Masekhet: 71028, Page: 009, Side: 1, Line: 24, Word: 5",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
